text,sa_coarse,sa_fine_modified
dann eben das nächste Spiel ...,UNSURE,UNSURE
Nicht zu Hisbollah-Tätschler @Polizei_nrw_ms,DIRECTIVE,SUGGEST
Matador?,DIRECTIVE,REQUEST
"Ein solides fuck, entspricht nicht im entferntesten einem verbalen Rassismus, welcher in seiner materiellen Realität täglich tötetet,",ASSERTIVE,ASSERT
"geh zurück,",UNSURE,UNSURE
@Germanseries @faznet,DIRECTIVE,ADDRESS
"Schweizer Zeitungen sind für Bundesbürger mittlerweile das, was das Westfernsehen für DDR-Bürger war.",ASSERTIVE,ASSERT
@IvyandWoe,DIRECTIVE,ADDRESS
Schlimm genug in solch einer Position als unglaubwürdig zu gelten...und trotzdem weiter beschäftigt zu werden...!,EXPRESSIVE,COMPLAIN
So geiler Content auf diesen Accounts und ich verpasse alles.,UNSURE,UNSURE
@hmilz,DIRECTIVE,ADDRESS
Keine Ängste.,ASSERTIVE,ASSERT
dann haben es die Lehrer einfacher.,ASSERTIVE,PREDICT
Allerdings waren die Lügen so offensichtlich....,ASSERTIVE,ASSERT
@demokratienetz @Twitter @Mica4711,DIRECTIVE,ADDRESS
"Die letzte Riege: Maas, Stegner, Chebli, Lauterbach",ASSERTIVE,ASSERT
Der französische Machthaber #Macron lässt gemässigten Rebellen von #Straßburg erschiessen.,ASSERTIVE,ASSERT
@Rumsucher,DIRECTIVE,ADDRESS
Hilft zuminest dem Bürger vor Machtlosigkeit gegen kriminelles Asylantenpack.,UNSURE,UNSURE
"Das sollte wieder eingeführt werden,",DIRECTIVE,REQUEST
"|LBR| Es scheint,als seien Sie vor allem enttäuscht von der #SPD.",ASSERTIVE,ASSERT
"Zwei, drei Stunden?",DIRECTIVE,REQUEST
Ziemlich hasserfüllte sogar.,ASSERTIVE,ASSERT
|LBR| -Wüstenkult wählt in ethnischer Wahl eigene Schariapartei.,ASSERTIVE,ASSERT
Abdul gehört sofort bis zum Prozessende freigelassen.,DIRECTIVE,REQUIRE
@welt,DIRECTIVE,ADDRESS
"Ohne Bohlen-Auftrieb, würde die heute auf gewissen Straßen tippeln?!",ASSERTIVE,GUESS
"Krasse Scheiße, oder?",DIRECTIVE,REQUEST
"Das ist leider schon bei der ersten Welle ""Zweiter-Weltkriegs-Shooter""vor 15 Jahren so gewesen.",EXPRESSIVE,COMPLAIN
Warum berichtet ihr dann nicht über Merkel!!!,DIRECTIVE,REQUEST
Gottseidank ist dem nicht so...,UNSURE,UNSURE
Wie man Merkel auslacht und verhöhnt!!!,ASSERTIVE,ASSERT
Die Mutti ist enttäuscht .,ASSERTIVE,ASSERT
"|LBR| Maßlose, unbändige, brennende Wut.",ASSERTIVE,ASSERT
Ihr „Gute-Kita-Gesetz“ sie will es schnell haben damit ihre Reichen Freunde jeden Monat Geld sparen.,ASSERTIVE,ASSERT
@nachtlikkat @IQ_Stimulator,DIRECTIVE,ADDRESS
"da geht auch kein erklären,",ASSERTIVE,ASSERT
#RTL,OTHER,OTHER
"Während #Merkel #CemOEzdemir #Steinmeier mit #Erdogan zu Tisch sitzen, dreht in #Ravensburg mal wieder ein #Flüchtling durch und sticht auf unschuldige ein und im #HambacherForst werfen Terroristen Sc**iße auf #cops",EXPRESSIVE,COMPLAIN
🖕🏻,EXPRESSIVE,expressEMOJI
@faber_christoph @luftspringer,DIRECTIVE,ADDRESS
@RvrsApacheMastr @AfD_Support,DIRECTIVE,ADDRESS
Zur Hölle mit den koreanischen Tierquälern!,EXPRESSIVE,COMPLAIN
"Das LINKSGRÜNE ""PACK""(frei nach S.Gabriel) quietscht sofort los wenn Leistungseinschränkung diskutiert wird ???",DIRECTIVE,REQUEST
@SPIEGEL_Politik,DIRECTIVE,ADDRESS
"2-Klassen-""#Justiz"" ... oder einfach ""#Bewährungsstrafe #Asylbewerber"" googlen",UNSURE,UNSURE
@nprncbl @AuswaertigesAmt,DIRECTIVE,ADDRESS
denkt man sich meinen dummen merkava joke weg hab ich keine politischen ideale mehr,UNSURE,UNSURE
Haha.,EXPRESSIVE,REJOICE
Richtig so,ASSERTIVE,AGREE
Kommt aufs gleiche raus,ASSERTIVE,ASSERT
"Die würden alles manipulieren, um die Auflage zu steigern.",ASSERTIVE,ASSERT
"Es sei deshalb albern/überflüssig/Teil eines Plans zur feministischen Weltherrschaft, auf sprachlichen Alternativen zu bestehen.""",ASSERTIVE,ASSERT
same bruder,UNSURE,UNSURE
@dcxxx187,DIRECTIVE,ADDRESS
TOLL,EXPRESSIVE,COMPLAIN
@UdoHemmelgarn @PaulePhanter,DIRECTIVE,ADDRESS
Nette Zusammenfassung,UNSURE,UNSURE
|LBR| Game over.,ASSERTIVE,ASSERT
Nach jedem „Vorfall“ das gleiche Spiel.,ASSERTIVE,ASSERT
|LBR| Faltencreme hat sie offenbar reichlich konsumiert.,ASSERTIVE,GUESS
Wir haben keine Kollektiv Schuld,ASSERTIVE,ASSERT
"keine Frage zur Verantwortung, nichts....",ASSERTIVE,ASSERT
Wer hat den die Heulsuse ausgebuddelt...,DIRECTIVE,REQUEST
"Es braucht einen IQ über 85 um es zu verstehen, was sie disqualifiziert,",ASSERTIVE,ASSERT
|LBR| Empathielos.,ASSERTIVE,ASSERT
"Da wird mal wieder stark Übertrieben,",ASSERTIVE,ASSERT
da kämpft die Jugendkammer mit allen Mitteln ihn doch nach Jugendstrafrecht zu verurteilen und da kommt der dämliche Vater und ruiniert alles...,ASSERTIVE,ASSERT
"Euer Textverständnis ist genauso unterentwickelt ist wie Euer Mitgefühl für unschuldige Opfer der zionistischen Kolonisierung Palästinas, das ihr Euch habt abkaufen lassen....",ASSERTIVE,ASSERT
WTF?,EXPRESSIVE,COMPLAIN
drei Menschen aus Sri Lanka sterben in den Flammen.,ASSERTIVE,ASSERT
|LBR| Insofern...,UNSURE,UNSURE
jagd die #Grünen-Nazis zum Teufel,DIRECTIVE,REQUIRE
😎👍,EXPRESSIVE,expressEMOJI
🖕🏻,EXPRESSIVE,expressEMOJI
"#EuropaistdieAntwort auf eine Frage, die keiner gestellt hat.",ASSERTIVE,ASSERT
🐰😅,EXPRESSIVE,expressEMOJI
So ist es!,ASSERTIVE,AGREE
@hassanhadjali,DIRECTIVE,ADDRESS
Es baut aufeinander auf.,ASSERTIVE,ASSERT
|LBR| Da bricht dein ganzes Weltbild zusammen.,ASSERTIVE,ASSERT
@neuthfer @JKasek @platznehmen,DIRECTIVE,ADDRESS
Was für ein Schieber ...,UNSURE,UNSURE
Lesen Sie meinen Tweet noch mal und achten Sie dabei auf die gewählte Form des Hilfsverbs:,DIRECTIVE,REQUIRE
@Gwen_Ny_ @ThomasMichael71,DIRECTIVE,ADDRESS
Rücksichtslos.,ASSERTIVE,ASSERT
"|LBR| Ist es denen nicht langweilig mit Weihnachtsmärkten so ganz ohne Barrieren, Polizisten und Nagelbomben?",DIRECTIVE,REQUEST
"Rentner durchsuchen Mülleimer, während Asylbetrüger und Wirtschaftsmigranten bei geöffneten Fenster die Heizungen aufdrehen.",EXPRESSIVE,COMPLAIN
|LBR| 6/7,UNSURE,UNSURE
Jeden Tag mehrere Kapitalverbrechen von JENEN!,ASSERTIVE,ASSERT
Dieses grundlose Gekreische von den Nichtsnutzen ist nicht auszuhalten.,EXPRESSIVE,COMPLAIN
Ja feiert euch schön Ihr Schmarotzer und Parasiten.,DIRECTIVE,REQUIRE
herzerfrischender Sport,ASSERTIVE,ASSERT
Niemals 15% ohne Manipulation.,ASSERTIVE,ASSERT
Hier sieht man primär ein Foto mit einem Text darunter.,ASSERTIVE,ASSERT
Die Glücklichen,UNSURE,UNSURE
Aber die Vorhaltungen die ihm jetzt gemacht werden ist billigstes Nachtreten.,UNSURE,UNSURE
@Namiimon @CayVL @mountainman1977 @zeitonline,DIRECTIVE,ADDRESS
Schadet volkskörper wa ...,DIRECTIVE,REQUEST
"Next up: |LBR| ""Die Kolonialisierung der Studentenhirne - Lyzis Welt über 40 Jahre kritische Poptheorie""",UNSURE,UNSURE
|LBR| Nur leider ist die Elektromobilität keine adäquate Alternative zum Auto mit Verbrennungsmotor und Kernenergie wurde aus reinem Opportunismus aufgegeben.,EXPRESSIVE,COMPLAIN
"Hier ist wieder ein Beispiel dass wir Deutschen uns integrieren müssen ,",ASSERTIVE,ASSERT
Dieser Thread ist ja unfassbar.,EXPRESSIVE,COMPLAIN
Und dann wundern wenn man Typen wie Sie verachtet?,DIRECTIVE,REQUEST
Wie alle ethischen Fragen wird auch diese auf die ersten 3 Meter absurd.,ASSERTIVE,ASSERT
Unfassbar.,EXPRESSIVE,COMPLAIN
@AndreaSchlegel3,DIRECTIVE,ADDRESS
@TeddyTria,DIRECTIVE,ADDRESS
es wird Zeit das dieses braune Pack aus dem Bundestag verschwindet,ASSERTIVE,ASSERT
@rene_tudor @BjoernHoecke,DIRECTIVE,ADDRESS
"Wenn sich die Deutschen nicht ganz schnell ein paar Eier wachsen lassen, vollenden Linke und Grüne ihr Werk und dann verlieren wir mehr als nur unsere #Meinungsfreiheit",ASSERTIVE,PREDICT
"arbeitsverweigerung ist vielleicht kein sehr weit gedachtes politisches ideal, dafür aber eine verdammt geile attitude",EXPRESSIVE,REJOICE
@anna_IIna,DIRECTIVE,ADDRESS
Hoffentlich finden Sie alle Schweine!,EXPRESSIVE,WISH
@JrvsSr @Die_Gruenen,DIRECTIVE,ADDRESS
"Biermann ist ein LUMP der mit der Freiheit schon immer Geld verdienen wollte,",ASSERTIVE,ASSERT
"Ein Afrikaner der in China lebt oder geboren ist, ist dann WAS?",DIRECTIVE,REQUEST
"Da müsste dann schon die Google-Suchmaschine gesperrt werden, um die Wahrheit zu unterdrücken.",ASSERTIVE,ASSERT
|LBR| Fuck.,EXPRESSIVE,COMPLAIN
"Fun fact: bei ""FDP""schlägt Handy als Korrektur ""GSP"" vor",ASSERTIVE,ASSERT
"Ich muss mich von ungebildeten, überbezahlten politischen Phrasendreschern nicht als Nazi, Pack, oder Populist bezeichnen lassen!!!",EXPRESSIVE,COMPLAIN
@OwslanderUfo,DIRECTIVE,ADDRESS
"Ist doch kein ""schlimmer Rassismus"" wenn er gegen Schonlängerhierlebende geht.",EXPRESSIVE,COMPLAIN
#fcsp,OTHER,OTHER
@C_Holler,DIRECTIVE,ADDRESS
MDR =Aktuelle Kamera.,ASSERTIVE,ASSERT
@kneipenjenki @Vulgaerbahamit,DIRECTIVE,ADDRESS
negative Berichte haben eine positive Wirkung....,ASSERTIVE,ASSERT
es gibt keine andere Wahl,ASSERTIVE,ASSERT
"""Mutti"" hat nur Flintenuschis Schnullertruppe",ASSERTIVE,ASSERT
"Aber Schuld sind natürlich immer die bösen Weißen, die dort ackern,  damit überhaupt etwas funktioniert.",EXPRESSIVE,COMPLAIN
Hahaha!,EXPRESSIVE,REJOICE
ohne dem geht es nicht.,UNSURE,UNSURE
#KimJongWaldePropaganda,OTHER,OTHER
"Illegale Invasoren abfangen und dorthin zurückjagen, |LBR| wo sie herkommen.",ASSERTIVE,ASSERT
|LBR| Keine.,ASSERTIVE,ASSERT
"|LBR| Solange die Asylgesetzgebung nicht grundlegend geändert wird, doktert man nur an den Symptomen rum.",ASSERTIVE,ASSERT
|LBR| Isso!,ASSERTIVE,AGREE
Da fordern also die Türken Gerechtigkeit für die Türkei.,ASSERTIVE,ASSERT
|LBR| #SFT Ende,UNSURE,UNSURE
@SPIEGELONLINE,DIRECTIVE,ADDRESS
Der Film geht mit einem Auto.,UNSURE,UNSURE
"|LBR| Geh einfach etwas mit dem Becker kuscheln, zionistischer Querfrontler!",DIRECTIVE,REQUIRE
Thread,ASSERTIVE,ASSERT
"Flüchtlingen helfen, bedeutet auch, mal so nebenbei das Leben zu verlieren.",ASSERTIVE,ASSERT
Weil den Moslems alles erlaubt und finanziert wird ?!,DIRECTIVE,REQUEST
wie bestellt so geliefert!,ASSERTIVE,ASSERT
Sitz im Zug,UNSURE,UNSURE
@Einzelfallinfos @ibikus31,DIRECTIVE,ADDRESS
☺,EXPRESSIVE,expressEMOJI
"Kauft Euch's doppelt,",DIRECTIVE,REQUIRE
|LBR| Glaubt nicht ihre Lügen,DIRECTIVE,REQUIRE
Südländer überfallen 22-jährigen in Neunkrichen,ASSERTIVE,ASSERT
|LBR| Nicht nur die May auch das Deutsche Volk..,EXPRESSIVE,COMPLAIN
@Blank35319162 @Sabine98036212,DIRECTIVE,ADDRESS
Die gibt es zuhauf!,ASSERTIVE,ASSERT
"Tja,...",OTHER,OTHER
Du bist ja ein Prachtexemplar.,ASSERTIVE,ASSERT
Das ist vor allem Schwachsinn.,UNSURE,UNSURE
|LBR| Mehr nicht.,ASSERTIVE,ASSERT
|LBR| Empathie?,DIRECTIVE,REQUEST
"Assad und Putin helft uns doch,",DIRECTIVE,REQUIRE
"mindest 1500 für jeden, ohne Bedingungen, ab 65, spätestens!",DIRECTIVE,REQUEST
Aber das erwarte ich von einer Muslima auch nicht.,ASSERTIVE,ASSERT
Und das rund um die Uhr.,ASSERTIVE,ASSERT
@focusonline,DIRECTIVE,ADDRESS
"Europäische Straßen sehen aus wie im Nahen Osten,",EXPRESSIVE,COMPLAIN
@LC180666 @DuHugonotte,DIRECTIVE,ADDRESS
Du eiskalte geile Sau!,EXPRESSIVE,REJOICE
"Deutschland Scheiße, aber Sozialhilfe / H4 kassieren ist OK",EXPRESSIVE,COMPLAIN
"Ich arbeite in einem Beruf, wo ich tatsächlich arbeiten muss und nicht das Steuergeld anderer Leute verschwende.",ASSERTIVE,ASSERT
Warum schaut Ihr diesen Scheiß eigentlich?,DIRECTIVE,REQUEST
Jetzt ist es AMTLICH |LBR|,ASSERTIVE,ASSERT
@Heinrich_Krug @ntvde,DIRECTIVE,ADDRESS
spielt Bildung keine Rolle....,DIRECTIVE,REQUEST
so ist es mir zumindest in Erinnerung.,ASSERTIVE,ASSERT
|LBR| Schnee im Winter =Klimawandel,ASSERTIVE,ASSERT
Das Manifest der kommunistischen Partei,UNSURE,UNSURE
"geh zum pc,",UNSURE,UNSURE
Soll dann hoffentlich bei der Stichwahl für Merz reichen,EXPRESSIVE,WISH
ansonsten müsste man meinen Sie wollen mit ihren Horror Fantasien das unvermeidliche verhindern.,ASSERTIVE,ASSERT
@heuteplus @ZDF,DIRECTIVE,ADDRESS
|LBR| Hotte Seehofer ist seit gestern Ehrenspielführer der CSU (quasi ein Franz-Joseph Strauß für Arme).,ASSERTIVE,ASSERT
@nprncbl @AuswaertigesAmt,DIRECTIVE,ADDRESS
@SteinbachErika,DIRECTIVE,ADDRESS
Alltag dort mittlerweile.,ASSERTIVE,ASSERT
Vielleicht springt ja jetzt der Funke über ... also bei mir.,ASSERTIVE,GUESS
@krippmarie @DrDavidBerger,DIRECTIVE,ADDRESS
"Tja,....",OTHER,OTHER
|LBR| Nur noch ein Tweet.,COMMISSIVE,COMMISSIVE
@PolitburoGamer,DIRECTIVE,ADDRESS
"Jetzt stell dir mal vor, du würdest die ganze Zeit davon lesen, was für einen Bullshit der OB von Herdecke die ganze Zeit aufführt.",DIRECTIVE,REQUIRE
😂 😂 😂,EXPRESSIVE,expressEMOJI
heiligsblechle...,OTHER,OTHER
Wer weiß woher das Fax wirklich kam....,DIRECTIVE,REQUEST
"Genauer gesagt, die in Palästina errichtete zionistischen Kolonie namens ""Israel""...",UNSURE,UNSURE
@allesevolution,DIRECTIVE,ADDRESS
Die Muppet-Show im Bundestag.,ASSERTIVE,ASSERT
Kochlöffel.,ASSERTIVE,ASSERT
"|LBR| Eigentlich eine Anmerkung, ein Gedanke zu einem anderen, genialen Tweet.",ASSERTIVE,ASSERT
Heute: 15h #Frankfurt #HBF: Demo,ASSERTIVE,ASSERT
@IAMMASCHO @RAIMINEM,DIRECTIVE,ADDRESS
Ihr widert mich an.,EXPRESSIVE,COMPLAIN
Tiere auch!,ASSERTIVE,ASSERT
dass kann doch nicht wahr sein in diesem unserem Lande,EXPRESSIVE,COMPLAIN
"Auch wenn, du bleibst ein Arschloch.",EXPRESSIVE,COMPLAIN
LBR| Ein Mann tyrannisiert die Familie.,ASSERTIVE,ASSERT
"Irak sollte dem Guten Deutschland sagen: Ihr lasst Eure Islamistischen Massenmörder in unser Land, jetzt haltet die Fresse!",DIRECTIVE,REQUEST
Heute nacht wird Arschloch Trump zum Präsident gewählt ... nur mal so,EXPRESSIVE,COMPLAIN
🤷\U200D\U2642\UFE0F,EXPRESSIVE,expressEMOJI
Ideologie über alles?,DIRECTIVE,REQUEST
unter Stalin hätte er die ganze Autobahn alleine bauen müssen,ASSERTIVE,ASSERT
"Wenn ein angegriffener Asylant benötigt wird, ist er sofort zur Stelle.",ASSERTIVE,ASSERT
"mit der Frauen, Kinder und Säuglingsschänder Ideologie #Islam lässt sich viel Profit machen.",ASSERTIVE,ASSERT
Kann Angela derzeit mal überhaupt nicht gebrauchen.,EXPRESSIVE,COMPLAIN
Das einizg Gute an #Jamaika @HeikoMaas ist endlich weg!,EXPRESSIVE,REJOICE
Zeit bis 11.12,ASSERTIVE,ASSERT
#AKK Annegret Kramp-#Karrenbauer #CDU plant Gesprächsrunde zur Migrationspolitik.,ASSERTIVE,ASSERT
Kinder litten.,ASSERTIVE,ASSERT
@loominext @toteraufurlaub @PhyseterJ @KamNoNym,DIRECTIVE,ADDRESS
@petraschnautzer @gundel_gaukeley @AlexF50451971,DIRECTIVE,ADDRESS
@helllud123,DIRECTIVE,ADDRESS
Richtig.,ASSERTIVE,AGREE
ich unterteile in nur 2 Kategorien: Arm...loch oder Nicht-Arm...Loch.,ASSERTIVE,ASSERT
dann hätten wir nämlich wieder nichts erfahren!,ASSERTIVE,ASSERT
🤔,EXPRESSIVE,expressEMOJI
:-(,EXPRESSIVE,expressEMOJI
"(Mir, denn ich bin sehr kluk, ist natürlich klar, wieviel davon arsckriecherische Lappen, Kleinbürger in Sorge um ihr Image und anderes Volk ist,",EXPRESSIVE,COMPLAIN
Wenn ich das hochgestochene Dummgeschwätz von Cem 🇹🇷 höre verstehe ich warum so viele die AFD wählen,EXPRESSIVE,COMPLAIN
#SPD Kampfkandidaturen über ihre Liste für die Wahl zum #EU-Parlament,ASSERTIVE,ASSERT
"momentan kriechen die #SS-Offiziere der #CDU und anderen Parteien, aus dem Merkel-regime, aus den tiefen der deutschen Kanalisationen des 3.Reiches auf.",EXPRESSIVE,COMPLAIN
|LBR| Gnadenlos.,ASSERTIVE,ASSERT
vielleicht solltet ihr Euch mal auf irgendwas einigen....,DIRECTIVE,SUGGEST
dann wären sie bei Merkel willkommen gewesen!!,EXPRESSIVE,COMPLAIN
Freiheit für alle kurd. polit. Gefangenen!,DIRECTIVE,REQUIRE
Ein Konstrukt wie die BRD die nach dem Rosenthal Plan umgestaltet wird,UNSURE,UNSURE
Du bist als Muslima aber kein Ausdruck verschiedener Religionen.,ASSERTIVE,EXCLUDED
Bitte nicht falsch verstehen.,DIRECTIVE,REQUIRE
Sonst hätte die Entscheidung anders lauten müssen.,ASSERTIVE,ASSERT
"""Zusammenstöße zw GLÄUBIGEN (Richtig: #Islamisten) &amp; Sicherheitskräften""",ASSERTIVE,ASSERT
An der Universität von Queeristan?,DIRECTIVE,REQUEST
auch heute wieder nur drittklassige #Laiendarsteller in einem extrem beschissenen #Tatort,EXPRESSIVE,COMPLAIN
Linksextrem ist ideologische Asozialität unter dem Mantel des Guten.,ASSERTIVE,ASSERT
|LBR| 1/7,UNSURE,UNSURE
"ich mache mich nur über deren Ansichten lustig,",ASSERTIVE,ASSERT
|LBR| Vielmehr hätte bei entsprechender Konsequenz des Herrn Abgeordneten der Austritt logischerweise bei Neuauflage der #GroKo erfolgen müssen.,ASSERTIVE,ASSERT
@zeitonline,DIRECTIVE,ADDRESS
#USwahl16,OTHER,OTHER
"|LBR| Voraussetzung dafür war, dass er den Vorsitz abgibt.",ASSERTIVE,ASSERT
@SDGMasterglass @vonBeutelratte @Ski3989 @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva,DIRECTIVE,ADDRESS
Dreck...,EXPRESSIVE,COMPLAIN
Wir sollten den deutschen Kinder und Frauen gedenken die durch den #Islam ermordet wurden.,DIRECTIVE,SUGGEST
Stegner ist ein absoluter Proll Idiot.,EXPRESSIVE,COMPLAIN
"Das hat die Haft aus ihm gemacht,",ASSERTIVE,ASSERT
#ErdoganNotWelcome,OTHER,OTHER
Träum weiter,DIRECTIVE,REQUIRE
"alle in einen Topf, kein Cent der Beiträge oder Steuern mehr zur Unterstützung von privatversicherungen ...",ASSERTIVE,ASSERT
😳🤕,EXPRESSIVE,expressEMOJI
:-(,EXPRESSIVE,expressEMOJI
@MENA_WATCH @kliehm,DIRECTIVE,ADDRESS
"Die üblichen Verdächtigen, mit der zionistischen Lobby verbandelt, die sehr gut davon leben, immer neue Formen des ""Antisemitismus""zu erfinden.",UNSURE,UNSURE
@deutsch365 @Paralla80562715,DIRECTIVE,ADDRESS
Die frühen Punkte sind die besseren Punkte ...,ASSERTIVE,ASSERT
was Merkel und konsorten machen ist Landesverrat,ASSERTIVE,ASSERT
@ZDFheute,DIRECTIVE,ADDRESS
#fcsp,OTHER,OTHER
Sehr gefährlich und ignoriert.,EXPRESSIVE,COMPLAIN
Interview mit Ragdahd.,ASSERTIVE,ASSERT
Niemand rief an.,ASSERTIVE,ASSERT
👍🏻,EXPRESSIVE,expressEMOJI
Ich gehe jetzt pennen.,COMMISSIVE,COMMISSIVE
"Da arbeitet man sein Leben lang für diese Gemeinschaft,",ASSERTIVE,ASSERT
irkro hat jetz restlos den Geist aufgegeben,ASSERTIVE,ASSERT
"Und dann nimmt das da daran Teil,",UNSURE,UNSURE
@1schlobohm @RagnarR56 @SchulenburgCh @CDU @cducsubt @AfD,DIRECTIVE,ADDRESS
Knecht von Google.,UNSURE,UNSURE
"|LBR| In der Glotze läuft der #Brexit hoch u. runter, Deal or no Deal Brexit.",ASSERTIVE,ASSERT
"Das ist seit 1945 nicht mehr der Fall,",UNSURE,UNSURE
man kann nichts anderes zu der Partei sagen.,ASSERTIVE,ASSERT
"Ist es ""White Supremacy"", Wenn man feststellt, dass Juden zu den Klügsten zählen, Asiaten im Schnitt 5% über den Weißen liegen, diese im Mittelfeld der Normalintelligenz, gefolgt von Latinos und Schlusslicht Schwarze?",DIRECTIVE,REQUEST
"Es fängt ja schon mit dem ""unanbhängig""an.",ASSERTIVE,ASSERT
😇,EXPRESSIVE,expressEMOJI
@Grommkor,DIRECTIVE,ADDRESS
prove me wrong,DIRECTIVE,REQUIRE
pfui!,EXPRESSIVE,COMPLAIN
Mal sehen...wenn ich jetzt schreiben würde mann soll Flüchtlinge würgen dann werde ich bestimmt gesperrt..?,ASSERTIVE,GUESS
"Was wenn #GretaThunberg mal befragt wird, was sie sonst noch so alles Kacke findet und sich das Mädel dann verplappert.",DIRECTIVE,REQUEST
„Mit einem Gegenstand“ zynischer geht es kaum.,EXPRESSIVE,COMPLAIN
"Ganz viel Soli mit @freiwildjaeger, die aufgrund der mutigen Veröffentlichung ihrer Geschichte und ihrer Forderung das beschissene Verbot der Information über Schwangerschaftsabbrüche endlich aufzuheben Trolle und persönliche Angriffe von Fundifreaks ertragen muss.",EXPRESSIVE,WISH
@de_sputnik @MarcelJoppa,DIRECTIVE,ADDRESS
#wismar,OTHER,OTHER
@bertramscharpf @Arnd_Schumacher @janfleischhauer @NorbertBolz,DIRECTIVE,ADDRESS
gut dass es #ORF gibt,EXPRESSIVE,REJOICE
SPD Politiker sind scheinheilige Hunde,EXPRESSIVE,COMPLAIN
"Diabedes is da,",UNSURE,UNSURE
@lowkacs,DIRECTIVE,ADDRESS
"Ich verstehe immer weniger, warum die Polen, Tschechen und Ungarn unsere vorbildliche Migrationspolitik nicht mitmachen wollen.",ASSERTIVE,ASSERT
@ZDFheute,DIRECTIVE,ADDRESS
"Wäre die BRD eine Demokratie vielleicht, so nicht...",UNSURE,UNSURE
🙃😋🤭,EXPRESSIVE,expressEMOJI
|LBR| Aber was erwarte ich von moralisch minderbemittelten Rechtsradikalen mit Vorliebe für Kolonialismus und Völkermord?,DIRECTIVE,REQUEST
"Ok, nicht wie Sie!?",UNSURE,UNSURE
@DerFreecee,DIRECTIVE,ADDRESS
|LBR| Punktsieg Kopf,ASSERTIVE,ASSERT
dann war es auch kein Messerangriff.,ASSERTIVE,ASSERT
Chemnitz ist der Anfang.,ASSERTIVE,ASSERT
Ist die Blöd,DIRECTIVE,REQUEST
dann kack mir doch nicht in die mentions wenn du siehst dass ich mit überspitzter polemik misogyne schweine in eurer community angreife sondern halt dich raus oder zeig dich solidarisch,DIRECTIVE,REQUIRE
Sahin!,DIRECTIVE,ADDRESS
Alle anderen sind primitive Satrapen der Völkermordzentrale USA und ISRAELS!,EXPRESSIVE,COMPLAIN
Den Ball zu oft an die Birne gekriegt.,ASSERTIVE,ASSERT
Als erstes #Merkelmussweg |LBR| dann |LBR| #AnnegretKrampKarrenbauermussweg oder für Weicheier #AKKmussweg,UNSURE,UNSURE
@Sakoelabo @ThomasMichael71,DIRECTIVE,ADDRESS
"Hast Du Scheiße am Hacken, hast Du eben Scheiße am Hacken ...",ASSERTIVE,ASSERT
"Das wird nichts verändern,",ASSERTIVE,PREDICT
@Kontrast_at,DIRECTIVE,ADDRESS
😎\U261D,EXPRESSIVE,expressEMOJI
@GeraldGrosz,DIRECTIVE,ADDRESS
#Nahles gegen die SPD Basis...,ASSERTIVE,ASSERT
"Deutschland 2019,",ASSERTIVE,ASSERT
@DatFlug,DIRECTIVE,ADDRESS
😂 😂 😂,EXPRESSIVE,expressEMOJI
|LBR| Deutsche Soldaten sterben für Syrien und syrische Fahnenflüchtlinge leben hier wie im Schlaraffenland.,EXPRESSIVE,COMPLAIN
|LBR| Dummheit hat einen Namen: @Die_Gruenen,ASSERTIVE,ASSERT
😂,EXPRESSIVE,expressEMOJI
Diesen Systemhuren wurde sehr viel Geld und Macht versprochen in der NWO.,ASSERTIVE,ASSERT
"Faustregel: Alles, was die muslimische Welt aufregt, ist zu begrüßen.",DIRECTIVE,REQUIRE
deswegen hätte man nicht aufstehen müssen,ASSERTIVE,ASSERT
@ImreGrimm @CocaCola_De @FlixBus_DE @3sat,DIRECTIVE,ADDRESS
"Deutsche Anti-Lügenpresse Journos können auch weiterhin nix anderes als den Russen ""Lügenpresse""vorzuwerfen",EXPRESSIVE,COMPLAIN
"""Aufstand der Anständigen"", my ass!",EXPRESSIVE,COMPLAIN
|LBR| Die Grünen sollten sich in Blutrot umbenennen...!,DIRECTIVE,SUGGEST
Von der Seite habe ich es noch gar nicht gesehen.,UNSURE,UNSURE
@schweizok2,DIRECTIVE,ADDRESS
@PolitburoGamer,DIRECTIVE,ADDRESS
@rspctfl @ThomasMichael71 @Innenwelttramp @ergroovt @houelle_beck @ksemann2 @DrKassandraPari,DIRECTIVE,ADDRESS
"Also gut, dann haben wir wenigstens schon das Trikot für nächstes Mal aufgespart ...",EXPRESSIVE,REJOICE
Und anscheinend hätte der Terrorist in #Strassburg heute morgen aufgrund anderer Straftat verhaftet werden sollen.,ASSERTIVE,ASSERT
"Wir sind früher in Der Schule mit Dem Stock auf die Finger bestraft worden , bei Ungehorsam.",ASSERTIVE,ASSERT
@krippmarie @FeinerLumpi,DIRECTIVE,ADDRESS
👊🏻,EXPRESSIVE,expressEMOJI
\U261D\UFE0F,EXPRESSIVE,expressEMOJI
#ARD,OTHER,OTHER
"Brich endlich zusammen, du Mannessystem!!",DIRECTIVE,REQUIRE
werde auf dem weg nach brandenburg im zug von den alten provinzfaschos begrüßt.,ASSERTIVE,ASSERT
@Beatrix_vStorch @HeikoMaas @RegSprecher @BMJV_Bund,DIRECTIVE,ADDRESS
@Yuma_lein @Reconquista_E,DIRECTIVE,ADDRESS
